sku,qty,ref,val,vendor
652-PTV09A-4025FB102,1,RV1 ,1k_pot_d,mouser
595-TLV2372IP,1,U1 ,TLV2372,mouser
595-TLV2374IN,1,U3 ,TLV2374,mouser
